Timestamp,Plant_ID,Soil_Moisture,Ambient_Temperature,Soil_Temperature,Humidity,Light_Intensity,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Chlorophyll_Content,Electrochemical_Signal,Plant_Health_Status,Stress_Score,Moisture_Humidity,Health_Encoded
2024-10-03 10:54:53.407995,1,0.2783214811261754,-0.5112848158407292,21.90043535506952,0.04996310918408698,556.172805131218,5.581954516265902,10.003649716693408,45.80685202827101,39.0761990273964,35.703005710811865,0.9414021464707312,High Stress,-0.35397330563438467,0.2600536510036965,1
2024-10-03 16:54:53.407995,1,-1.184139198441588,-0.6663610979270119,18.68089193676625,1.0358446200103781,596.1367212302714,7.135704906309493,30.712561999903446,25.394392604876717,17.944826069293086,27.993295774186056,0.1648993610796132,High Stress,0.15074726502338873,-0.8012486913392789,1
2024-10-03 22:54:53.407995,1,-0.9246548005296772,-0.8192094505313015,15.392939129667838,1.4786943179197618,591.124626808531,5.656852249366534,29.337002244708145,27.57389184801944,35.70653021497076,43.64630751994847,1.0817280414192725,High Stress,-0.33386869275749814,-0.4115640525754885,1
2024-10-04 04:54:53.407995,1,-1.1264283770532793,-0.4086558736075561,22.77839389840882,0.3800875869465933,241.4124763779383,5.5845226865862685,16.966620652162902,26.180704807734543,26.257745750530415,37.83809482910976,1.1860879713963417,High Stress,0.5413762960312206,-0.9055298315440833,1
2024-10-04 10:54:53.407995,1,1.6964622904797495,1.433049214550811,18.100937278546315,1.0156715638511078,444.4938296099551,5.919706875765611,10.944960674183616,37.89890673322764,37.65448346092087,48.26581158833051,1.609805187907425,High Stress,-1.542883373567511,2.1453908843882696,1
2024-10-04 16:54:53.407995,1,0.47283784461441897,0.10612361687940582,22.55155082968356,-0.963456132359843,496.23303984208593,6.157930728222645,10.060115254353562,15.61066678392153,21.78267157334869,45.05218106856621,0.0343015683382248,High Stress,0.219370596646078,-0.04860274887560798,1
2024-10-04 22:54:53.407995,1,-1.009384259771551,-0.28377878771901516,17.95034781636641,0.23379878622907954,454.63921437395226,7.075570015625399,28.01088961923503,32.56459220624491,39.93465589107949,49.23293579455057,1.2729206889907476,High Stress,0.5649364894666392,-0.8350073901835909,1
2024-10-05 04:54:53.407995,1,0.9454319028750257,-1.1045942305808811,16.298220546374303,0.16774958836989126,455.6989746013178,6.105038904173366,15.871378906939157,10.454181882674298,24.85372660083295,33.925177626035534,1.675544810043784,Moderate Stress,-1.0591578743283057,0.9165038913415375,2
2024-10-05 10:54:53.407995,1,-1.4277192800532363,0.4268782948645083,16.69303634671728,-0.8323401066968332,635.0570336625123,6.487871876582131,45.630529643515445,47.459179011485794,12.451933305272362,47.75034982718944,1.391797621456864,High Stress,1.6526958854551201,-1.4381180133889524,1
2024-10-05 16:54:53.407995,1,-1.3675499443980985,1.057389887769123,23.62016941940588,1.2256339027395784,393.2477805158376,5.580117096564762,44.42299620666396,39.8111137142493,38.61301951054703,35.61351855641512,0.9625086325697942,High Stress,0.5679812279485456,-0.9488101603706891,1
